answer,current_clue,source_type,source_id,canonical_slug,source_ref,evidence_page_url,approved_count,fallback_used,rejected_candidates,rejected_reason_codes,manual_clue,reason_codes,reason_details,status
SPICE MIX,Berry-blending ingredient,item,1316,,https://pokeapi.co/api/v2/item/1316/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SPIT UP,Normal special move,move,255,,https://pokeapi.co/api/v2/move/255/,https://bulbapedia.bulbagarden.net/wiki/Spit_Up_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SPLASH,Normal status move,move,150,,https://pokeapi.co/api/v2/move/150/,https://bulbapedia.bulbagarden.net/wiki/Splash_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SPONGE,Gen V ability,ability,10026,,https://pokeapi.co/api/v2/ability/10026/,https://bulbapedia.bulbagarden.net/wiki/Appendix:Metagame_terminology,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SPRINT,Gen V ability,ability,10050,,https://pokeapi.co/api/v2/ability/10050/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SS ANNE,Kanto landmark,location,498,,https://pokeapi.co/api/v2/location/498/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SS AQUA,Johto landmark,location,242,,https://pokeapi.co/api/v2/location/242/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SS TICKET HOENN,Story or event key item,item,933,,https://pokeapi.co/api/v2/item/933/,,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SS TIDAL,Hoenn landmark,location,696,,https://pokeapi.co/api/v2/location/696/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STABLE MULCH,Keeps berries on the plant longer,item,97,,https://pokeapi.co/api/v2/item/97/,https://bulbapedia.bulbagarden.net/wiki/Stable_Mulch,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STAKEOUT,switching trait,ability,198,,https://pokeapi.co/api/v2/ability/198/,https://bulbapedia.bulbagarden.net/wiki/Stakeout_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STALL,priority trait,ability,100,,https://pokeapi.co/api/v2/ability/100/,https://bulbapedia.bulbagarden.net/wiki/Stall_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STAMINA,boosting trait,ability,192,,https://pokeapi.co/api/v2/ability/192/,https://bulbapedia.bulbagarden.net/wiki/Stamina_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STAR SWEET,Evolution-trigger item,item,1172,,https://pokeapi.co/api/v2/item/1172/,https://bulbapedia.bulbagarden.net/wiki/Star_Sweet,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STARDUST,Valuable sellable loot,item,90,,https://pokeapi.co/api/v2/item/90/,https://bulbapedia.bulbagarden.net/wiki/Stardust,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEADFAST,boosting trait,ability,80,,https://pokeapi.co/api/v2/ability/80/,https://bulbapedia.bulbagarden.net/wiki/Steadfast_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEALTH,core-series ability,ability,10030,,https://pokeapi.co/api/v2/ability/10030/,,1,true,,,,needs_more_crossword_clues|weak_connections_descriptors|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, weak_connections_descriptors, fallback_only, needs_more_crossword_clues",needs_review
STEALTH ROCK,switching move,move,446,,https://pokeapi.co/api/v2/move/446/,https://bulbapedia.bulbagarden.net/wiki/Stealth_Rock_(move),1,false,Rock status move || Gen IV Rock move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEAM ENGINE,Gen VIII ability,ability,243,,https://pokeapi.co/api/v2/ability/243/,https://bulbapedia.bulbagarden.net/wiki/Steam_Engine_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEEL,metallic element,type,9,,https://pokeapi.co/api/v2/type/9/,https://bulbapedia.bulbagarden.net/wiki/Steel_(type),3,true,,,,fallback_only|needs_more_crossword_clues,"fallback_only, needs_more_crossword_clues",needs_review
STEEL BEAM,140-power move,move,796,,https://pokeapi.co/api/v2/move/796/,https://bulbapedia.bulbagarden.net/wiki/Steel_Beam_(move),1,false,Steel special move || Gen VIII Steel move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEEL BOTTLE B,Picnic item,item,2052,,https://pokeapi.co/api/v2/item/2052/,,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
STEEL BOTTLE R,Picnic item,item,2050,,https://pokeapi.co/api/v2/item/2050/,,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
STEEL BOTTLE Y,Picnic item,item,2051,,https://pokeapi.co/api/v2/item/2051/,,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
STEEL GEM,Held battle item,item,605,,https://pokeapi.co/api/v2/item/605/,https://bulbapedia.bulbagarden.net/wiki/Steel_Gem,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEEL MEMORY,Species-linked power item,item,909,,https://pokeapi.co/api/v2/item/909/,https://bulbapedia.bulbagarden.net/wiki/Steel_Memory,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEEL ROLLER,130-power move,move,798,,https://pokeapi.co/api/v2/move/798/,https://bulbapedia.bulbagarden.net/wiki/Steel_Roller_(move),1,false,Steel physical move || Gen VIII Steel move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEEL WING,boosting move,move,211,,https://pokeapi.co/api/v2/move/211/,https://bulbapedia.bulbagarden.net/wiki/Steel_Wing_(move),2,false,Steel physical move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEELIUM Z BAG,unused,item,954,,https://pokeapi.co/api/v2/item/954/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEELIUM Z HELD,Steel-move Z crystal,item,833,,https://pokeapi.co/api/v2/item/833/,,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEELWORKER,Gen VII ability,ability,200,,https://pokeapi.co/api/v2/ability/200/,https://bulbapedia.bulbagarden.net/wiki/Steelworker_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STEELY SPIRIT,Gen VIII ability,ability,252,,https://pokeapi.co/api/v2/ability/252/,https://bulbapedia.bulbagarden.net/wiki/Steely_Spirit_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STELLAR,battle element,type,19,,https://pokeapi.co/api/v2/type/19/,https://bulbapedia.bulbagarden.net/wiki/Stellar_(type),2,true,,,,needs_more_crossword_clues|weak_connections_descriptors|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, weak_connections_descriptors, fallback_only, needs_more_crossword_clues",needs_review
STICKY BARB,Held battle item,item,265,,https://pokeapi.co/api/v2/item/265/,https://bulbapedia.bulbagarden.net/wiki/Sticky_Barb,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STOCKPILE,Normal status move,move,254,,https://pokeapi.co/api/v2/move/254/,https://bulbapedia.bulbagarden.net/wiki/Stockpile_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STORAGE KEY,Unlocks progression content,item,440,,https://pokeapi.co/api/v2/item/440/,https://bulbapedia.bulbagarden.net/wiki/Storage_Key,1,false,Story or event key item || Plot-critical key,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STORM DRAIN,draining trait,ability,114,,https://pokeapi.co/api/v2/ability/114/,https://bulbapedia.bulbagarden.net/wiki/Storm_Drain_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STOW ON SIDE,Galar landmark,location,939,,https://pokeapi.co/api/v2/location/939/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STRANGE HOUSE,Unova landmark,location,547,,https://pokeapi.co/api/v2/location/547/,https://bulbapedia.bulbagarden.net/wiki/Strange_House,1,false,Unova house || House in Unova,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STRIPED BOTTLE,Picnic item,item,2019,,https://pokeapi.co/api/v2/item/2019/,https://bulbapedia.bulbagarden.net/wiki/Striped_Bottle,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
STRIPED CUP,Picnic item,item,2023,,https://pokeapi.co/api/v2/item/2023/,https://bulbapedia.bulbagarden.net/wiki/Striped_Cup,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
STRONG JAW,poisoning ability,ability,173,,https://pokeapi.co/api/v2/ability/173/,https://bulbapedia.bulbagarden.net/wiki/Strong_Jaw_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STRUGGLE BUG,debuffing move,move,522,,https://pokeapi.co/api/v2/move/522/,https://bulbapedia.bulbagarden.net/wiki/Struggle_Bug_(move),2,false,Bug special move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STUFF CHEEKS,Normal status move,move,747,,https://pokeapi.co/api/v2/move/747/,https://bulbapedia.bulbagarden.net/wiki/Stuff_Cheeks_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
STURDY,protective trait,ability,5,,https://pokeapi.co/api/v2/ability/5/,https://bulbapedia.bulbagarden.net/wiki/Sturdy_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SUN STONE,Evolution-trigger item,item,80,,https://pokeapi.co/api/v2/item/80/,https://bulbapedia.bulbagarden.net/wiki/Sun_Stone,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SUNNY DAY,Fire status move,move,241,,https://pokeapi.co/api/v2/move/241/,https://bulbapedia.bulbagarden.net/wiki/Sunny_Day_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SUPER FANG,Normal physical move,move,162,,https://pokeapi.co/api/v2/move/162/,https://bulbapedia.bulbagarden.net/wiki/Super_Fang_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SUPER LUCK,boosting trait,ability,105,,https://pokeapi.co/api/v2/ability/105/,https://bulbapedia.bulbagarden.net/wiki/Super_Luck_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SUPER LURE,spelunking,item,1037,,https://pokeapi.co/api/v2/item/1037/,https://bulbapedia.bulbagarden.net/wiki/Super_Lure,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SURGE BADGE,Unlocks progression content,item,988,,https://pokeapi.co/api/v2/item/988/,https://bulbapedia.bulbagarden.net/wiki/Surge_Badge,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SURGE SURFER,Gen VII ability,ability,207,,https://pokeapi.co/api/v2/ability/207/,https://bulbapedia.bulbagarden.net/wiki/Surge_Surfer_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SURPRISE MULCH,Raises berry mutation odds,item,692,,https://pokeapi.co/api/v2/item/692/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SWARM,Gen III ability,ability,68,,https://pokeapi.co/api/v2/ability/68/,https://bulbapedia.bulbagarden.net/wiki/Swarm,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SWEET APPLE,Evolution-trigger item,item,1174,,https://pokeapi.co/api/v2/item/1174/,https://bulbapedia.bulbagarden.net/wiki/Sweet_Apple,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SWEET VEIL,protective ability,ability,175,,https://pokeapi.co/api/v2/ability/175/,https://bulbapedia.bulbagarden.net/wiki/Sweet_Veil_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SWIFT MOCHI,Gen IX vitamins,item,2117,,https://pokeapi.co/api/v2/item/2117/,https://bulbapedia.bulbagarden.net/wiki/Swift_Mochi,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SWIFT SWIM,Weather-linked trait,ability,33,,https://pokeapi.co/api/v2/ability/33/,https://bulbapedia.bulbagarden.net/wiki/Swift_Swim_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SWIFT WING,Gen V vitamins,item,611,,https://pokeapi.co/api/v2/item/611/,https://bulbapedia.bulbagarden.net/wiki/Swift_Feather,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SWITCHEROO,Dark status move,move,415,,https://pokeapi.co/api/v2/move/415/,https://bulbapedia.bulbagarden.net/wiki/Switcheroo_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SWORD OF RUIN,debuffing trait,ability,285,,https://pokeapi.co/api/v2/ability/285/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SYMBIOSIS,switching ability,ability,180,,https://pokeapi.co/api/v2/ability/180/,https://bulbapedia.bulbagarden.net/wiki/Symbiosis_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
SYNTHESIS,Grass status move,move,235,,https://pokeapi.co/api/v2/move/235/,https://bulbapedia.bulbagarden.net/wiki/Synthesis_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
